Roberts Cove,-22296,52,-2214,701,-306,-1571,-67,752,811,-68,314,-175,-276,69,-37,-162,5
Rochester (Strood Pier),5309,51,-2187,1060,-457,-1595,2,818,729,-174,315,-318,-220,129,-71,-198,7
Rochford,3826,50,-2193,1084,-431,-1638,-11,863,728,-169,353,-321,-251,119,-34,-180,7
Rockall,-19098,49,-2629,-975,-307,-1797,-369,940,835,472,393,276,-167,-247,215,-185,10
Rona,-13617,49,-2276,105,-355,-1663,-180,802,725,153,393,-9,-248,-93,47,-177,10
Roonah Quay,-21382,50,-2216,-205,-624,-1583,-68,840,743,131,462,-10,-213,-62,-33,-267,10
Rosneath,3561,46,-2314,1100,-519,-1517,5,598,816,-224,410,-469,-360,207,-128,-113,14
Rosslare Europort,-19898,46,-2629,2807,511,-1903,252,779,1056,-614,737,-559,-521,196,-120,-118,15
Rosyth,13089,46,-1670,517,-555,-1479,-61,848,523,-36,247,-180,-189,82,-40,-212,7
Rothesay Bay,2768,47,-2257,998,-513,-1517,-5,588,815,-224,415,-444,-358,199,-120,-111,14
Roundstone Bay,-22219,49,-2257,-40,-630,-1588,-54,856,745,138,483,-15,-218,-57,-39,-278,10
Rubh' A' Mhail,-20849,52,-3340,93,-173,-1641,-89,889,1202,388,1059,144,-611,-290,97,-436,18
Rubha A' Bhodaich,2905,47,-2192,901,-511,-1516,-14,578,814,-226,418,-420,-353,194,-111,-107,14
Rubha Na Creige,-13152,54,-3467,-170,-188,-1643,-113,900,1215,310,1063,119,-633,-261,98,-440,18
Ryde,2,44,-2133,108,-494,-1595,-76,917,808,32,476,-198,-377,28,-23,-238,11
Rye (Approaches),-1102,50,-2696,725,-532,-1986,26,668,976,-1,577,-151,-377,5,58,-89,8
Rye (Harbour),-1102,50,-2696,725,-532,-1986,26,668,976,-1,577,-151,-377,5,58,-89,8
S.E. Long Sand,2146,51,-2276,797,-386,-1715,-54,860,845,-154,421,-315,-298,88,-41,-243,9
Salcombe,-20164,50,-2452,1342,19,-1661,-72,781,911,-125,318,-304,-304,141,-35,-198,8
Salen,-19878,51,-3614,-450,-441,-1955,-385,1005,1232,176,804,242,-579,-152,236,-359,16
Salen (Sound Of Mull),-18776,51,-3642,-860,-136,-1657,-184,914,1205,305,1041,264,-616,-330,154,-436,18
Saltash,-20695,50,-2321,1376,86,-1638,81,893,821,-206,524,-258,-388,39,-89,-260,9
Sandown,702,45,-2122,6,-491,-1598,-86,910,809,24,474,-188,-376,24,-18,-236,11
Scalasaig,-21032,52,-3370,-9,-167,-1644,-99,892,1201,383,1056,160,-610,-297,104,-436,18
Scalloway,-7778,50,-2320,86,-321,-1724,-159,790,793,153,483,0,-246,-91,43,-211,11
Scarborough,18231,51,-2162,147,-472,-1643,-175,767,774,82,364,-134,-253,25,53,-320,10
Schull,-23744,50,-1891,212,-273,-1571,-112,708,811,-69,318,-68,-258,41,3,-142,5
Scolpaig,-17779,50,-2635,-956,-313,-1794,-366,940,837,464,397,270,-170,-243,212,-186,10
Scrabster,-9206,50,-2422,-450,-384,-1470,-221,713,823,282,489,165,-352,-157,138,-269,11
Sea Mills,-15478,59,-2318,1338,7,-1616,87,778,836,-246,542,-272,-331,70,-31,-298,8
Seafield Point,-22998,50,-2297,129,-636,-1594,-38,872,744,144,502,-22,-220,-51,-47,-288,10
Seaham,15434,51,-2259,111,-504,-1615,-112,740,773,83,356,-72,-234,-17,-30,-128,9
Seamount Bay,-15131,50,-2603,-23,-650,-1590,-56,891,745,109,577,-16,-233,-48,-37,-310,10
Seil Sound,-21749,50,-3340,79,-169,-1641,-91,889,1200,394,1057,154,-608,-296,100,-436,18
Selsey Bill,-27,47,-2329,522,-253,-2027,-132,727,765,-21,297,-79,-228,19,69,-76,7
Sennen Cove,-24943,50,-2465,205,-243,-1710,-145,848,875,-1,554,-105,-351,-30,38,-243,6
Sharpness Dock,-13243,70,-2582,1565,-12,-1618,111,805,832,-251,559,-362,-343,93,-61,-314,8
Sheerness,4229,50,-2192,1048,-452,-1596,-1,818,730,-170,318,-315,-221,126,-69,-199,7
Shieldaig,-16639,51,-2646,-877,-321,-1805,-346,955,849,442,422,248,-189,-220,201,-200,9
Shillay,-18902,50,-2813,-563,-340,-1794,-326,969,826,480,428,235,-190,-231,189,-209,10
Shirehampton,-15778,56,-2320,1334,9,-1616,86,778,836,-244,543,-270,-331,69,-30,-298,8
Shivering Sand,3092,50,-2192,922,-416,-1651,-25,852,798,-144,369,-329,-266,103,-49,-201,7
Shoreham,-533,50,-2535,706,-324,-1944,-47,724,892,-74,546,-173,-353,6,30,-124,7
Silloth,1459,55,-2467,184,-396,-1690,-139,864,842,19,476,-106,-303,-33,45,-226,6
Skegness,-19390,52,-2435,737,-302,-1693,-105,727,902,-81,521,-104,-359,53,90,-215,12
Skomer Island,-19295,52,-2446,608,-288,-1697,-97,850,873,-17,530,-168,-353,9,8,-243,6
Slaughden Quay,5017,52,-2150,875,-425,-1638,-33,854,727,-181,367,-300,-249,112,-19,-180,6
Sligo Harbour (Oyster Island),-19538,48,-2197,-275,-627,-1580,-74,835,744,123,450,-12,-212,-63,-32,-264,10
Slyne Head,-22279,50,-2257,-40,-630,-1588,-54,856,745,138,483,-14,-218,-57,-39,-278,10
Smerwick Harbour,-24953,50,-1692,-81,-252,-1570,-139,679,811,-70,319,-5,-245,24,28,-128,5
Soldiers Point,744,51,-2268,-384,-639,-1641,-109,685,689,187,254,-87,-184,-29,86,-130,8
Solva,-18298,53,-2479,519,-286,-1703,-106,857,873,-24,525,-155,-353,5,15,-245,6
South Rock,792,50,-2090,194,-701,-1789,-118,639,662,47,274,-189,-165,37,-85,-98,8
Southend (Kintyre),2579,51,-2065,705,-504,-1516,-31,557,810,-230,426,-373,-346,183,-95,-101,14
Southend-On-Sea,4067,50,-2157,1001,-405,-1663,7,864,769,-209,360,-332,-239,128,-47,-194,6
Southerness Point,1234,50,-2438,403,-408,-1686,-114,865,841,26,469,-127,-303,-22,31,-226,6
Southport,-1541,50,-2467,148,-381,-1693,-145,864,841,34,480,-93,-301,-41,52,-225,6
Southwold,-2835,48,-2178,146,-744,-1488,-179,717,718,133,418,-45,-211,-11,47,-160,19
Spurn Head,-21665,50,-2475,354,-351,-1717,-139,745,905,19,525,-128,-348,-1,83,-193,13
St. Catherine Bay,-18208,54,-2440,1146,-137,-1732,-71,867,995,-155,638,-248,-441,27,4,-284,8
St. Germans,-21004,53,-2275,1157,101,-1640,56,891,824,-212,548,-227,-390,27,-72,-263,9
St. Helier,-18520,53,-2642,1031,-129,-1739,-85,891,997,-158,677,-229,-457,21,19,-300,9
St. Ives,-22891,52,-2469,5,-238,-1712,-167,844,876,-18,564,-93,-353,-33,50,-244,6
Hirta (Bagh A' Bhaile),-18199,50,-2633,-962,-311,-1794,-367,939,836,466,396,272,-169,-244,213,-185,10
St. Mary's,-24491,52,-2466,367,-333,-1685,-140,832,871,21,546,-93,-334,-42,43,-244,6
St. Mary's (Scapa Flow),-5817,49,-2270,193,-389,-1655,-166,805,731,122,391,-39,-254,-73,37,-179,10
St. Peter Port,-17909,51,-2533,945,-110,-1713,-3,830,902,-101,628,-168,-405,-10,-38,-297,9
St. Thomas's Head,-15778,49,-2320,1334,9,-1616,86,778,836,-244,543,-270,-331,69,-30,-298,8
St. Tudwal's Roads,-12286,58,-1884,98,-843,-965,-359,251,602,-62,407,-64,-217,25,141,-98,8
Stackpole Quay,-18283,48,-2193,1238,-332,-1681,-21,828,870,1,547,-289,-336,42,-47,-251,6
Stansore Point,-706,45,-2085,-350,-462,-1609,-121,896,805,21,477,-153,-368,3,11,-235,11
Starcross,-17947,49,-2247,1621,60,-1636,107,887,818,-209,443,-279,-383,59,-103,-245,9
Start Point,-19810,49,-2533,856,-436,-1860,-65,962,1084,0,541,-322,-439,44,40,-314,11
Steep Holm,-16978,50,-2328,1321,14,-1616,84,778,838,-239,546,-264,-332,65,-27,-298,8
Stirling,16688,50,-1659,546,-570,-1473,-54,850,521,-44,242,-187,-187,89,-47,-210,7
Stoke Gabriel (Duncannon),-19030,49,-2233,1356,54,-1785,31,698,798,-173,499,-134,-289,88,73,-329,10
Stonehaven,8625,49,-2435,-18,-536,-1626,-196,818,740,161,399,-74,-232,-50,25,-180,10
Stornoway,-15799,51,-2645,-931,-323,-1792,-362,941,842,456,403,262,-175,-240,210,-189,10
Strangford,6069,50,-2220,68,-714,-1783,-139,648,662,25,277,-179,-168,38,-75,-95,8
Stranraer,2506,47,-2006,728,-449,-1612,-30,713,669,-108,314,-219,-285,0,-7,-204,12
Stroma,-4317,49,-2269,209,-395,-1654,-163,805,732,116,390,-45,-255,-69,35,-179,10
Stromness,-7254,48,-2453,-946,-323,-1673,-300,791,734,100,538,36,-242,-127,112,-198,11
Sudbrook,-15178,54,-2316,1341,6,-1616,87,778,836,-247,542,-273,-331,71,-31,-298,8
Sule Skerry,-11180,50,-2658,-270,-345,-1674,-228,836,728,134,426,117,-263,-106,100,-187,10
Sullom Voe,-6270,50,-2496,-136,-731,-1616,-354,995,804,77,564,12,-385,-90,52,-193,13
Sumburgh (Grutness Voe),-794,49,-2320,132,-349,-1718,-150,793,797,124,486,-24,-251,-73,39,-213,11
Sunderland,15314,51,-2259,109,-503,-1615,-113,740,773,84,356,-71,-234,-17,-30,-128,9
Sunk Dredged Channel,-21039,51,-2523,468,-323,-1806,-112,694,931,53,520,-149,-367,37,94,-162,13
Sunk Head,1142,50,-2160,798,-407,-1643,-44,852,730,-168,375,-277,-253,101,-10,-178,6
Swansea,-18731,49,-2432,789,-195,-1690,-31,812,871,-83,550,-208,-398,-12,-18,-204,6
Tabs Head,-19990,57,-2437,730,-299,-1693,-106,726,902,-78,522,-101,-359,51,91,-215,12
Tanera Mor,-15739,50,-2649,-865,-326,-1804,-344,956,851,438,424,245,-191,-218,199,-201,9
Tarbert Island,-20567,49,-2413,47,-354,-1678,-86,629,757,127,509,61,-234,-48,41,-168,8
Tarn Point,-266,53,-2439,385,-400,-1687,-117,866,840,34,472,-122,-301,-25,35,-226,6
Tees (Newport) Bridge,16382,51,-2156,209,-512,-1611,-97,733,774,82,343,-92,-230,-10,-41,-123,9
Teignmouth (Approaches),-18804,48,-2250,1829,50,-1631,128,884,818,-200,397,-295,-382,68,-117,-235,9
Teignmouth (New Quay),-18504,48,-2247,1832,49,-1631,129,884,818,-201,396,-297,-382,70,-117,-234,9
Tenby,-19752,50,-2409,703,-293,-1695,-86,846,873,-11,531,-184,-350,12,1,-244,6
Tighnabruaich,3786,45,-2527,1431,-529,-1518,35,633,821,-217,399,-547,-372,226,-154,-125,15
Tilbury,5958,50,-2101,1196,-365,-1645,43,872,740,-248,315,-383,-217,161,-68,-167,6
Tingwall,-6142,50,-2399,-597,-345,-1666,-258,796,733,104,494,11,-248,-109,88,-193,10
Tobermory,-19779,51,-3214,-304,-189,-1739,-218,959,1065,310,772,328,-439,-327,170,-335,13
Toft Pier,-4979,47,-2335,12,-327,-1724,-167,790,796,138,485,-1,-248,-89,46,-211,11
Topsham,-17647,50,-2245,1625,59,-1636,108,886,818,-210,442,-280,-383,60,-104,-244,9
Torduff Point,4192,50,-2546,-341,-374,-1698,-199,860,844,-8,494,-65,-307,-54,77,-228,6
Torquay,-19106,47,-2267,1075,100,-1640,50,890,820,-225,565,-229,-389,30,-70,-264,9
Totnes,-18654,50,-2262,1098,-589,-1557,-109,717,649,-179,327,-303,-210,122,78,-311,12
Trawbreaga Bay,-18430,50,-2602,-67,-636,-1597,-63,892,744,124,577,4,-231,-58,-29,-312,10
Trearddur Bay,-5613,52,-2678,-496,-450,-1699,-233,874,800,191,531,39,-316,-103,88,-238,8
Trefor,-7543,55,-2621,-421,-448,-1699,-224,869,797,203,530,34,-313,-104,82,-237,8
Troon,2361,46,-2320,1087,-514,-1518,3,598,817,-219,415,-464,-362,203,-127,-115,14
Truro,-22403,50,-2259,1038,114,-1641,43,891,824,-210,560,-206,-388,16,-64,-265,9
Trwyn Dinmor,-2191,52,-2358,138,-501,-1679,-149,859,800,197,523,-73,-311,-58,33,-240,8
Turf Lock,-17818,50,-2248,1514,67,-1637,96,887,819,-213,466,-271,-384,55,-97,-248,9
Turnchapel,-21004,50,-2275,1157,101,-1640,56,891,824,-212,548,-227,-390,27,-72,-263,9
Ullapool,-15439,51,-2651,-861,-327,-1804,-343,956,852,437,425,243,-192,-217,199,-202,9
Ulva Sound,-21163,53,-3485,-404,-149,-1650,-139,901,1202,356,1048,220,-609,-319,131,-435,18
Ulverston,1112,50,-2496,-45,-381,-1695,-166,861,843,14,486,-81,-304,-46,62,-226,6
Upnor,5129,51,-2188,1058,-456,-1595,1,818,729,-174,316,-318,-220,128,-71,-198,7
Ventnor,-1058,44,-2146,206,-496,-1593,-68,921,809,40,479,-204,-380,29,-30,-240,11
Wadebridge,-22114,79,-2454,572,-277,-1701,-103,851,875,-3,535,-152,-354,-2,14,-245,6
Walton-on-the-Naze,1117,50,-2166,833,-409,-1642,-40,853,730,-166,378,-286,-253,102,-13,-180,6
Wareham (River Frome),430,51,-1607,-4966,-181,-1747,-568,688,770,-125,487,262,-272,-220,342,-206,19
Warren Lighthouse,-16647,50,-2518,-1419,-335,-1532,-391,666,842,476,431,397,-143,-345,217,-89,11
Warrenpoint,252,52,-2219,-281,-574,-1541,-198,678,614,67,202,2,-179,-34,93,-63,7
Watchet,-18426,48,-2370,978,38,-1623,48,786,841,-243,590,-231,-339,43,-7,-307,8
Waterford,-19417,52,-2470,1137,-339,-1566,-25,786,811,-74,305,-270,-289,99,-72,-176,6
Wellhouse Rock,-12943,72,-2580,1569,-14,-1618,112,805,832,-252,558,-364,-342,94,-62,-314,8
Wells,-17138,49,-2572,54,-110,-1388,-131,605,441,-77,473,38,-168,9,75,-218,13
Wells Bar,-18934,50,-2457,638,-299,-1694,-117,727,900,-88,527,-96,-358,50,96,-215,12
Wemyss Bay,3561,46,-2314,1100,-519,-1517,5,598,816,-224,410,-469,-360,207,-128,-113,14
West Burra Firth,-8237,50,-2305,188,-325,-1723,-147,790,793,159,482,-9,-247,-87,37,-213,11
West Cove,-25313,50,-1692,-84,-250,-1571,-140,679,811,-69,319,-4,-245,23,28,-128,5
West Loch Tarbert (Outer Hebrides),-16699,47,-2640,-942,-319,-1793,-364,940,840,460,400,266,-173,-241,211,-187,10
West Mersea,2665,51,-2240,1298,-437,-1639,11,872,730,-158,339,-341,-253,127,-49,-181,7
West Stones,-18799,56,-2671,333,-546,-1654,-129,798,856,84,578,-99,-242,-44,35,-245,13
Weston-super-Mare,-17354,48,-2353,1100,27,-1621,62,782,840,-245,573,-244,-336,53,-15,-304,8
Wexford Harbour,-18144,52,-2661,2822,622,-1536,351,765,892,-525,875,-642,-454,360,-209,-218,17
Whitaker Beacon,2462,51,-2155,812,-413,-1641,-42,852,729,-173,371,-281,-252,104,-11,-178,6
Whitby,17539,51,-2317,243,-497,-1634,-142,826,756,75,437,-103,-287,-12,25,-204,9
White House,-14278,62,-2311,1353,2,-1614,89,776,834,-252,540,-279,-330,76,-34,-296,8
Whitehall,-1616,49,-2264,240,-406,-1650,-158,808,732,107,390,-57,-256,-60,33,-180,10
Whitehaven,-41,53,-2465,166,-387,-1691,-142,865,841,27,479,-100,-302,-37,50,-226,6
Whitehills,2418,50,-2291,154,-544,-1640,-187,809,702,159,418,-10,-240,-73,46,-202,10
Whitsand Bay,-21004,50,-2275,1157,101,-1640,56,891,824,-212,548,-227,-390,27,-72,-263,9
Whitstable Approaches,4615,51,-2204,1169,-416,-1706,-9,860,845,-154,386,-356,-289,114,-68,-237,9
Wick,183,49,-2264,260,-415,-1649,-155,807,734,99,388,-62,-258,-57,29,-180,10
Wicklow,205,46,-2265,-390,-635,-1642,-109,686,688,191,255,-87,-183,-29,88,-130,9
Widewall Bay,-6717,49,-2271,182,-385,-1656,-167,804,730,126,391,-36,-253,-75,38,-179,10
Widnes,1932,79,-2451,303,-405,-1688,-125,865,842,20,473,-118,-304,-25,38,-226,6
Winterton-On-Sea,-15131,56,-2327,185,-706,-1515,-190,735,709,183,428,-21,-219,-35,50,-168,20
Wisbech,-17383,50,-2528,331,-292,-1705,-154,736,899,-105,542,-72,-360,35,112,-222,12
Wisbech Cut,-19311,50,-2507,416,-288,-1701,-144,731,900,-93,540,-72,-361,36,110,-217,12
Woodbridge,3276,45,-1991,1277,-439,-1630,17,844,732,-160,342,-326,-240,126,-46,-171,7
Woodbridge Haven,959,47,-2128,934,-413,-1640,-28,851,731,-162,370,-294,-251,106,-21,-178,6
Workington,602,52,-2435,236,-523,-1629,-127,838,817,57,480,-145,-307,2,17,-229,6
Worthing,-292,49,-2384,557,-319,-1949,-63,705,891,-81,536,-111,-343,0,51,-114,7
Wouldham,5871,54,-2135,1164,-464,-1592,15,816,729,-173,302,-328,-216,134,-78,-195,7
Wyre Lighthouse,-1166,50,-2441,374,-396,-1688,-118,866,840,38,473,-118,-301,-28,37,-226,6
Yarmouth,-1506,45,-1956,-1487,-389,-1644,-232,845,796,-10,480,-47,-343,-55,93,-227,12
Yelland Marsh,-19704,55,-2386,446,-268,-1562,-179,915,542,-121,506,-178,-208,68,53,-367,7
Youghal,-21753,52,-2082,518,-298,-1570,-82,734,811,-74,314,-136,-268,61,-22,-155,5
custom 0h00m,-24332,50,-2082,518,-298,-1570,-82,734,811,-74,314,-136,-268,61,-22,-155,-1
custom 0h10m,-23732,50,-2082,518,-298,-1570,-82,734,811,-74,314,-136,-268,61,-22,-155,-1
custom 0h20m,-23132,50,-2082,518,-298,-1570,-82,734,811,-74,314,-136,-268,61,-22,-155,-1
custom 0h30m,-22532,50,-2082,518,-298,-1570,-82,734,811,-74,314,-136,-268,61,-22,-155,-1
custom 0h40m,-21932,50,-2082,518,-298,-1570,-82,734,811,-74,314,-136,-268,61,-22,-155,-1
custom 0h50m,-21332,50,-2082,518,-298,-1570,-82,734,811,-74,314,-136,-268,61,-22,-155,-1
custom 1h00m,-20732,50,-2082,518,-298,-1570,-82,734,811,-74,314,-136,-268,61,-22,-155,-1
custom 1h10m,-20132,50,-2082,518,-298,-1570,-82,734,811,-74,314,-136,-268,61,-22,-155,-1
custom 1h20m,-19532,50,-2082,518,-298,-1570,-82,734,811,-74,314,-136,-268,61,-22,-155,-1
custom 1h30m,-18932,50,-2082,518,-298,-1570,-82,734,811,-74,314,-136,-268,61,-22,-155,-1
custom 1h40m,-18332,50,-2082,518,-298,-1570,-82,734,811,-74,314,-136,-268,61,-22,-155,-1
custom 1h50m,-17732,50,-2082,518,-298,-1570,-82,734,811,-74,314,-136,-268,61,-22,-155,-1
custom 2h00m,-17132,50,-2082,518,-298,-1570,-82,734,811,-74,314,-136,-268,61,-22,-155,-1
custom 2h10m,-16532,50,-2082,518,-298,-1570,-82,734,811,-74,314,-136,-268,61,-22,-155,-1
custom 2h20m,-15932,50,-2082,518,-298,-1570,-82,734,811,-74,314,-136,-268,61,-22,-155,-1
custom 2h30m,-15332,50,-2082,518,-298,-1570,-82,734,811,-74,314,-136,-268,61,-22,-155,-1
custom 2h40m,-14732,50,-2082,518,-298,-1570,-82,734,811,-74,314,-136,-268,61,-22,-155,-1
custom 2h50m,-14132,50,-2082,518,-298,-1570,-82,734,811,-74,314,-136,-268,61,-22,-155,-1
custom 3h00m,-13532,50,-2082,518,-298,-1570,-82,734,811,-74,314,-136,-268,61,-22,-155,-1
custom 3h10m,-12932,50,-2082,518,-298,-1570,-82,734,811,-74,314,-136,-268,61,-22,-155,-1
custom 3h20m,-12332,50,-2082,518,-298,-1570,-82,734,811,-74,314,-136,-268,61,-22,-155,-1
custom 3h30m,-11732,50,-2082,518,-298,-1570,-82,734,811,-74,314,-136,-268,61,-22,-155,-1
custom 3h40m,-11132,50,-2082,518,-298,-1570,-82,734,811,-74,314,-136,-268,61,-22,-155,-1
custom 3h50m,-10532,50,-2082,518,-298,-1570,-82,734,811,-74,314,-136,-268,61,-22,-155,-1
custom 4h00m,-9932,50,-2082,518,-298,-1570,-82,734,811,-74,314,-136,-268,61,-22,-155,-1
custom 4h10m,-9332,50,-2082,518,-298,-1570,-82,734,811,-74,314,-136,-268,61,-22,-155,-1
custom 4h20m,-8732,50,-2082,518,-298,-1570,-82,734,811,-74,314,-136,-268,61,-22,-155,-1
custom 4h30m,-8132,50,-2082,518,-298,-1570,-82,734,811,-74,314,-136,-268,61,-22,-155,-1
custom 4h40m,-7532,50,-2082,518,-298,-1570,-82,734,811,-74,314,-136,-268,61,-22,-155,-1
custom 4h50m,-6932,50,-2082,518,-298,-1570,-82,734,811,-74,314,-136,-268,61,-22,-155,-1
custom 5h00m,-6332,50,-2082,518,-298,-1570,-82,734,811,-74,314,-136,-268,61,-22,-155,-1
custom 5h10m,-5732,50,-2082,518,-298,-1570,-82,734,811,-74,314,-136,-268,61,-22,-155,-1
custom 5h20m,-5132,50,-2082,518,-298,-1570,-82,734,811,-74,314,-136,-268,61,-22,-155,-1
custom 5h30m,-4532,50,-2082,518,-298,-1570,-82,734,811,-74,314,-136,-268,61,-22,-155,-1
custom 5h40m,-3932,50,-2082,518,-298,-1570,-82,734,811,-74,314,-136,-268,61,-22,-155,-1
custom 5h50m,-3332,50,-2082,518,-298,-1570,-82,734,811,-74,314,-136,-268,61,-22,-155,-1
custom 6h00m,-2732,50,-2082,518,-298,-1570,-82,734,811,-74,314,-136,-268,61,-22,-155,-1
custom 6h10m,-2132,50,-2082,518,-298,-1570,-82,734,811,-74,314,-136,-268,61,-22,-155,-1
custom 6h20m,-1532,50,-2082,518,-298,-1570,-82,734,811,-74,314,-136,-268,61,-22,-155,-1
custom 6h30m,-932,50,-2082,518,-298,-1570,-82,734,811,-74,314,-136,-268,61,-22,-155,-1
custom 6h40m,-332,50,-2082,518,-298,-1570,-82,734,811,-74,314,-136,-268,61,-22,-155,-1
custom 6h50m,268,50,-2082,518,-298,-1570,-82,734,811,-74,314,-136,-268,61,-22,-155,-1
custom 7h00m,868,50,-2082,518,-298,-1570,-82,734,811,-74,314,-136,-268,61,-22,-155,-1
custom 7h10m,1468,50,-2082,518,-298,-1570,-82,734,811,-74,314,-136,-268,61,-22,-155,-1
custom 7h20m,2068,50,-2082,518,-298,-1570,-82,734,811,-74,314,-136,-268,61,-22,-155,-1
custom 7h30m,2668,50,-2082,518,-298,-1570,-82,734,811,-74,314,-136,-268,61,-22,-155,-1
custom 7h40m,3268,50,-2082,518,-298,-1570,-82,734,811,-74,314,-136,-268,61,-22,-155,-1
custom 7h50m,3868,50,-2082,518,-298,-1570,-82,734,811,-74,314,-136,-268,61,-22,-155,-1
custom 8h00m,4468,50,-2082,518,-298,-1570,-82,734,811,-74,314,-136,-268,61,-22,-155,-1
custom 8h10m,5068,50,-2082,518,-298,-1570,-82,734,811,-74,314,-136,-268,61,-22,-155,-1
custom 8h20m,5668,50,-2082,518,-298,-1570,-82,734,811,-74,314,-136,-268,61,-22,-155,-1
custom 8h30m,6268,50,-2082,518,-298,-1570,-82,734,811,-74,314,-136,-268,61,-22,-155,-1
custom 8h40m,6868,50,-2082,518,-298,-1570,-82,734,811,-74,314,-136,-268,61,-22,-155,-1
custom 8h50m,7468,50,-2082,518,-298,-1570,-82,734,811,-74,314,-136,-268,61,-22,-155,-1
custom 9h00m,8068,50,-2082,518,-298,-1570,-82,734,811,-74,314,-136,-268,61,-22,-155,-1
custom 9h10m,8668,50,-2082,518,-298,-1570,-82,734,811,-74,314,-136,-268,61,-22,-155,-1
custom 9h20m,9268,50,-2082,518,-298,-1570,-82,734,811,-74,314,-136,-268,61,-22,-155,-1
custom 9h30m,9868,50,-2082,518,-298,-1570,-82,734,811,-74,314,-136,-268,61,-22,-155,-1
custom 9h40m,10468,50,-2082,518,-298,-1570,-82,734,811,-74,314,-136,-268,61,-22,-155,-1
custom 9h50m,11068,50,-2082,518,-298,-1570,-82,734,811,-74,314,-136,-268,61,-22,-155,-1
custom 10h00m,11668,50,-2082,518,-298,-1570,-82,734,811,-74,314,-136,-268,61,-22,-155,-1
custom 10h10m,12268,50,-2082,518,-298,-1570,-82,734,811,-74,314,-136,-268,61,-22,-155,-1
custom 10h20m,12868,50,-2082,518,-298,-1570,-82,734,811,-74,314,-136,-268,61,-22,-155,-1
custom 10h30m,13468,50,-2082,518,-298,-1570,-82,734,811,-74,314,-136,-268,61,-22,-155,-1
custom 10h40m,14068,50,-2082,518,-298,-1570,-82,734,811,-74,314,-136,-268,61,-22,-155,-1
custom 10h50m,14668,50,-2082,518,-298,-1570,-82,734,811,-74,314,-136,-268,61,-22,-155,-1
custom 11h00m,15268,50,-2082,518,-298,-1570,-82,734,811,-74,314,-136,-268,61,-22,-155,-1
custom 11h10m,15868,50,-2082,518,-298,-1570,-82,734,811,-74,314,-136,-268,61,-22,-155,-1
custom 11h20m,16468,50,-2082,518,-298,-1570,-82,734,811,-74,314,-136,-268,61,-22,-155,-1
custom 11h30m,17068,50,-2082,518,-298,-1570,-82,734,811,-74,314,-136,-268,61,-22,-155,-1
custom 11h40m,17668,50,-2082,518,-298,-1570,-82,734,811,-74,314,-136,-268,61,-22,-155,-1
custom 11h50m,18268,50,-2082,518,-298,-1570,-82,734,811,-74,314,-136,-268,61,-22,-155,-1
custom 12h00m,18868,50,-2082,518,-298,-1570,-82,734,811,-74,314,-136,-268,61,-22,-155,-1
custom 12h10m,19468,50,-2082,518,-298,-1570,-82,734,811,-74,314,-136,-268,61,-22,-155,-1
custom 12h20m,20068,50,-2082,518,-298,-1570,-82,734,811,-74,314,-136,-268,61,-22,-155,-1
